Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Pitch Perfect,English,7.1,1 h 52 min,2012.0,18+,"Pitch Perfect is an outrageously hilarious laugh-out-loud comedy that stars Anna Kendrick (The Twilight Saga), Anna Camp (The Help), Brittany Snow (Hairspray) and Rebel Wilson (Bridesmaids)."
Per Sollum Pillai,Tamil,6.8,2 h 14 min,1987.0,All,"Kamal Haasan is an orphan, who was adopted by a wealthy family. K.R.Vijaya, the mother of the family, raises him as one of the family. Relatives and friends of the family see Kamal as a thorn in their plans to control the wealth of the family. Manipulating Vijaya's son, they accuse Kamal of theft and throw him out of the house. How he reunites to the family forms the rest of the story."
1942: A Love Story,Hindi,7.2,2 h 32 min,1994.0,All,"1942: A Love Story Is An Award Winning Bollywood Romantic Hindi Movie, Directed By Vidhu Vinod Chopra, Starring Anil Kapoor And Manisha Koirala In The Lead Roles. The Film Won 10 Awards. The Son Of A Politician Loyal To The British Rule Romances The Daughter Of A Freedom Fighter. They Are Separated By The Revolution When Her Father Plots To Assassinate A British General."
Bhoothnath,Hindi,6.3,2 h 10 min,2008.0,All,"Aditya and Anjali move into a new house, the Nath Villa, along with their son, Banku. Soon Banku comes across an unfriendly ghost of the previous occupant and tries to befriend him."
Boomerang,Bengali,5.6,1 h 15 min,2018.0,13+,"When film maker Akkhar Nandi decides to direct a film with an original plot unlike his remakes, he meets the story of his life. Watch the full movie on Hoichoi."
Aarakshaka,Kannada,7,2 h 21 min,2012.0,NR,"Arun Kumar, an IPS officer investigates the disappearance of Stephen Raj in a mental asylum only to stumble upon secrecy surrounding the institution."
Kabaddi Once Again,Punjabi,6.6,2 h 40 mins,2012.0,13+,"Shingara Singh, a village boy, dreams to take the sport Kabbadi to the international level. However his dream is shattered when he learns about match-fixing and use of illegal drugs in the sport."
Noriega: God's Favorite,English,6.3,1 h 55 min,2000.0,18+,A wickedly funny (and sometimes imaginary) biographical sketch of the Panamanian dictator that exaggerates the deposed despot's bizarre behavior showing him as a darkly comic figure full of contradictions and savagery.
Calendar Girls,Hindi,4.2,2 h 6 min,2015.0,18+,Calendar Girls is a voyeuristic peak of behind-the-scenes at India's most prestigious annual Calendar Show and what happens after success and fame are attained.
Evil Dead,Hindi,7.5,1 h 31 min,2013.0,18+,"Five twentysomething friends are holed up in a remote cabin and discover a Book of the Dead. When an archaeologist's taped translation of the text and its incantations is replayed, the kids accidentally summon dormant demons that possess them. Remake of the campy horror classic THE EVIL DEAD (1981)."
Payal Ki Jhankaar,Hindi,5.6,1 h 54 min,1980.0,All,A girl who is passionate about dance is ill treated by her relatives. She runs away from home to pursue her dream and overcomes many obstacles to become an accomplished dancer.
Fandi,Marathi,4.5,1 h 41 mins,2018.0,13+,"In a chaotic village, a boy gets stung by a bee and falls ill. However, the situation escalates when he grows three times his current size, attracting unwanted attention."
Ee Maya Peremito,Telugu,6.1,1 h 48 min,2018.0,13+,Sri Rama Chandra Murthy alias Chandu (Rahul Vijay) is a carefree youth who enjoys his everyday life. Things change for him when Sheetal Jain (Kavya Thapar) falls in love with him but her father (Murli Sharma) wants to get her married to a well-settled guy. What does Chandu do to convince him is the rest of the story of Ee Maaya Peremito.
Cold Skin,Telugu,6,1 h 42 min,2018.0,16+,"In 1914, a young man arrives at a remote island near the Antarctic Circle to take the post of weather observer only to find himself trapped in a watchtower besieged by deadly creatures which live in hiding on the island."
Friends,Malayalam,7.5,2 h 38 min,1999.0,All,The story of three friends from childhood and how their lives changes when one of them falls in love.
Flight 192,Telugu,5,1 h 25 min,2016.0,16+,An FBI agent has her family taken hostage while she is on a flight to Washington DC. The agent then has to make a decision that could cost the lives of her husband and her son.
Sirf,Hindi,5.9,2 h 14 min,2008.0,All,"An Assistant Director in Bollywood, Rahul Bajaj is in love with Shalu. He wants to marry her, so meets her parents and gets their conditional approval. However, he is given 3 months to find a flat or Shalu's marriage will be re-arranged to a Surat-based groom."
A Shyam Gopal Varma Film,Telugu,5.5,1 h 43 min,2014.0,13+,"Shyam Gopal Varma, a famous crime and horror film director gets kidnapped and is chained in an abandoned house in a forest. Varma tries his best to guess as to who the kidnapper could be! Could it be a producer who lost money by making a movie with him? Or could it be the fans who are terribly upset for making bad films? Slowly he realizes the plot is thicker than his own films"
A Dangerous Man,English,5.1,1 h 31 min,2009.0,18+,"Shane Daniels is released after serving six years in prison for a crime he did not commit. As he begins a new life, he gets involved in a street war between Chinese drug dealers and corrupt cops."
The Stolen Princess (Hindi),Hindi,6.1,1 h 28 min,2018.0,All,"The Stolen Princess Is A 2018 Ukrainian 3D Kids Animated Fantasy Hindi Film Directed By Oleg Malamuzh, Based On A Fairy Tale Ruslan And Lyudmila By Russian Poet Aleksandr Pushkin. The Film Tells About A Wandering Artist Ruslan Who Saves Princess Mila Kidnapped By Evil Sorcerer Chornomor. The Stolen Princess Gathered Countless Positive Reviews At The Cannes International Film Festival."
Natsamrat,Gujarati, 8.6,2 h 4 min,2018.0,All,"Harindra Pathak is the protagonist who goes on to realize that his popularity & importance stay valid & relevant only till he is onstage. Let down by circumstances & his own blood, Harindra eventually retires to a life of complete obscurity and alienation."
Kraurya,English,7.7,1 h 59 min,1995.0,NR,The life of old Rangajji is turned upside down when her son dies in mysterious circumstances.
Cloudy with a Chance of Meatballs,Telugu,6.9,1 h 29 min,2009.0,7+,Focuses on a town where food falls from the sky like rain.
Lashtam Pashtam,Hindi,5.9,1 h 48 min,2018.0,13+,"Lashtam Pashtam translates to one-way-or-another and is a coming of age drama about relationships beyond the borders of India and Pakistan. Based in Dubai, the film explores the bond of friendship between two boys - an Indian and a Pakistani - who are doubles partners in Tennis. Sid and Fahd face difficult circumstances that test their friendship as they attempt to win the Nations' cup tournament."
Men in Black 3,Marathi,6.8,1 h 45 mins,2012.0,13+,"Agent Jay travels back in time to 1969, where he teams up with a younger version of Agent Kay to stop an evil alien from destroying the future."
Grown Ups 2,English,5.4,1 h 40 min,2013.0,18+,Adam Sandler and company are back again in this second gathering of childhood friends for Columbia Pictures. Dennis Dugan also returns to direct.
Raja Vaaru Raani Gaaru,Tamil,7.5,2 h 10 min,2019.0,13+,"Raja Vaaru Rani Gaaru is the story of Raja (Kiran Abbavaram) who falls in love with Rani(Rahasya Gorak) but he is unable to express his love. Set in a beautiful village. When Rani leaves her village and goes away for higher studies for over three years. Finally, Rani comes back to the village and happily ends up with Raja. Well, how does all this happen forms the main rest of the story?"
Juliet Lover Of Idiot,Telugu,5.7,2 h 6 min,2017.0,13+,"Vara (Naveen Chandra) is an orphan who works as a valet parking driver and falls in love with a rich girl, Julie (Nivetha Thomas) and wins her love. Happiness goes in vain when Vara finds a briefcase of a criminal named Khan (Abhimanyu Singh) which has all the important secrets. The story goes to the next level when Khan starts chasing Vara. How Vara escapes this chaos forms the rest of the story."
Sharyat,Marathi,5.7,2 h 6 mins,2011.0,All,Two powerful families are at loggerheads over the right to perform Lord Shiva's pooja. They decide to settle the matter by participating in an annual bullock cart race.
Evil Dead,English,7.5,1 h 31 min,2013.0,18+,"Five twentysomething friends are holed up in a remote cabin and discover a Book of the Dead. When an archaeologist's taped translation of the text and its incantations is replayed, the kids accidentally summon dormant demons that possess them. Remake of the campy horror classic THE EVIL DEAD (1981)."
Brother's Day (Malayalam),Malayalam,4.5,2 h 43 min,2019.0,13+,"Joy runs a hotel and catering service in Fort Kochi along with Rony and Munna. One fine day Rony meets an unexpected guest called Chandy and they become very close, however Chandy does not disclose his true identity to them. A lot of unexpected events take place when Shiva comes into their lives. What happens between all these characters builds the rest of the story."
Jadi Jantem,Bengali,7.7,2 h 21 min,1974.0,NR,"Koushik Mitra, an engineering graduate is desperately looking for a job. As a result, he chooses taxi driving as his profession. Accidentally he gets involved in a mystery at Ramchandrapur. The invention of late Mr. Chatterjee is owned by her daughter Sujata and Mr. Agarwal, a reputed businessman. However, Mr. Mahapatra, a politician has his eyes to steal that formula. Koushik later comes to ..."
Iruttu Araiyil Murattu Kuthu,Tamil,4.1,1 h 57 min,2018.0,18+,A sexually-starved spirit traps two couples in a bungalow in Bangkok where they have planned to stay for a week. The spirit wants one of the two men to have sex with her. How they manage to escape is the rest of the story of Iruttu Araiyil Murattu Kuthu.
Sainyam,Malayalam,6.5,2 h 52 min,1994.0,All,"The story involves the life of Indian Air Force officer Group Captain Easwar who engages himself into a project called ""Red Alert"". Easwar is assisted by Wing Commander Sakhir. Meanwhile, a group of terrorists try to steal the secrets of the project."
Sriramudinta Srikrishnudanta,Telugu,7.1,2 h 5 min,2017.0,13+,"Sriramudinta Srikrishnudanta is about an ambitious village girl, Nandu (Deepthi Shetty,) who moves to Hyderabad, determined to find a job.  During her search, she meets Gautham (Sekhar Varma,) an agent who promises her a job in return for money. Things take a drastic turn when Gautham runs away with her money. Hopeless, Nandu decides to return to her village, but fate has other plans."
Transformers: Dark of the Moon,Marathi,6.2,2 h 34 mins,2011.0,13+,"The Autobots learn of a Cybertronian spacecraft hidden on the Moon, and race against the Decepticons to reach it and learn its secrets, which could turn the tide in the Transformers' final battle."
Alice Through the Looking Glass,English,6.2,1 h 13 min,1987.0,13+,"In this classic tale, Alice falls through a mirror and arrives in a wonderful place called Chessland.  Along the way, Alice meets friends like Tweedledee and foes like the wicked Jabberwock and Bandersnatch.  Alice's journey across eight crazy squares of Chessland is brought to the screen in this high quality animated adaptation for the whole family!"
